donor_id,donation_type,available_quantity,location_donor,Trust_Score,availability
2533,لبس,3,القاهرة,60,غدا
2534,لبس,15,الجيزة,97,غدا
2535,لبس,7,المنصورة,91,خلال أسبوع
2536,علاج,1,الجيزة,86,غدا
2537,لبس,10,بورسعيد,42,اليوم
2538,لبس,14,الجيزة,59,اليوم
2539,علاج,9,القاهرة,64,خلال أسبوع
2540,علاج,2,الأقصر,90,خلال أسبوع
2541,لبس,9,طنطا,40,اليوم
2542,لبس,1,القاهرة,58,خلال أسبوع
2543,لبس,5,المنصورة,64,خلال أسبوع
2544,علاج,9,المنصورة,62,غدا
2545,أكل,5,الإسكندرية,95,غدا
2546,علاج,6,المنصورة,67,اليوم
2547,علاج,1,المنصورة,78,غدا
2548,أكل,9,الجيزة,50,خلال أسبوع
2549,لبس,3,أسوان,43,خلال أسبوع
2550,لبس,10,أسوان,78,اليوم
2551,أكل,6,القاهرة,68,اليوم
2552,أكل,11,طنطا,83,خلال أسبوع
2553,علاج,11,طنطا,96,اليوم
2554,أكل,12,بورسعيد,89,اليوم
2555,أكل,10,القاهرة,65,غدا
2556,لبس,5,طنطا,46,غدا
2557,لبس,5,طنطا,77,خلال أسبوع
2558,علاج,9,الإسكندرية,56,خلال أسبوع
2559,علاج,9,بورسعيد,51,خلال أسبوع
2560,علاج,14,المنصورة,80,اليوم
2561,علاج,11,الأقصر,89,خلال أسبوع
2562,علاج,3,المنصورة,87,خلال أسبوع
2563,أكل,12,الأقصر,98,غدا
2564,لبس,1,القاهرة,76,خلال أسبوع
2565,لبس,14,الأقصر,97,غدا
2566,علاج,11,الأقصر,75,خلال أسبوع
2567,علاج,1,المنصورة,88,اليوم
2568,علاج,11,الأقصر,66,غدا
2569,علاج,8,القاهرة,60,اليوم
2570,لبس,2,الجيزة,94,خلال أسبوع
2571,علاج,3,المنصورة,59,غدا
2572,علاج,7,طنطا,88,اليوم
2573,أكل,10,الجيزة,78,اليوم
2574,علاج,14,الأقصر,48,غدا
2575,علاج,10,بورسعيد,47,غدا
2576,علاج,14,القاهرة,73,غدا
2577,لبس,10,المنصورة,41,خلال أسبوع
2578,علاج,12,بورسعيد,90,خلال أسبوع
2579,علاج,14,طنطا,71,اليوم
2580,لبس,13,المنصورة,70,غدا
2581,أكل,6,المنصورة,94,غدا
2582,لبس,12,القاهرة,84,اليوم
2583,لبس,5,القاهرة,42,خلال أسبوع
2584,علاج,15,أسوان,69,غدا
2585,علاج,11,بورسعيد,71,غدا
2586,علاج,5,أسوان,61,خلال أسبوع
2587,علاج,11,المنصورة,64,خلال أسبوع
2588,علاج,14,أسوان,84,غدا
2589,علاج,15,بورسعيد,41,خلال أسبوع
2590,أكل,11,المنصورة,50,غدا
2591,علاج,9,الإسكندرية,70,غدا
2592,علاج,9,المنصورة,43,خلال أسبوع
2593,لبس,14,الإسكندرية,87,خلال أسبوع
2594,أكل,4,طنطا,99,غدا
2595,أكل,13,الإسكندرية,89,غدا
2596,لبس,5,الإسكندرية,81,خلال أسبوع
2597,علاج,6,القاهرة,43,خلال أسبوع
2598,أكل,7,أسوان,54,غدا
2599,علاج,9,الأقصر,48,غدا
2600,علاج,5,الجيزة,77,اليوم
2601,علاج,7,أسوان,41,خلال أسبوع
2602,لبس,10,القاهرة,62,اليوم
2603,علاج,2,أسوان,67,خلال أسبوع
2604,أكل,8,الإسكندرية,53,غدا
2605,أكل,1,الجيزة,52,اليوم
2606,علاج,10,القاهرة,49,اليوم
2607,علاج,3,طنطا,76,خلال أسبوع
2608,علاج,5,الجيزة,75,اليوم
2609,علاج,11,أسوان,98,خلال أسبوع
2610,أكل,11,الإسكندرية,76,غدا
2611,أكل,4,الجيزة,46,خلال أسبوع
2612,علاج,10,الأقصر,56,غدا
2613,لبس,2,الجيزة,81,اليوم
2614,علاج,10,القاهرة,63,خلال أسبوع
2615,علاج,7,بورسعيد,49,اليوم
2616,علاج,9,بورسعيد,86,غدا
2617,علاج,15,الأقصر,96,اليوم
2618,لبس,7,بورسعيد,70,خلال أسبوع
2619,لبس,11,أسوان,43,خلال أسبوع
2620,علاج,3,المنصورة,70,اليوم
2621,علاج,10,بورسعيد,92,اليوم
2622,لبس,1,أسوان,62,اليوم
2623,علاج,10,أسوان,57,خلال أسبوع
2624,علاج,13,بورسعيد,84,خلال أسبوع
2625,علاج,12,المنصورة,88,خلال أسبوع
2626,علاج,12,الأقصر,95,خلال أسبوع
2627,علاج,7,المنصورة,50,خلال أسبوع
2628,لبس,8,طنطا,98,خلال أسبوع
2629,لبس,1,المنصورة,64,خلال أسبوع
2630,علاج,14,طنطا,60,اليوم
2631,أكل,12,أسوان,71,اليوم
2632,علاج,1,الإسكندرية,41,غدا
2633,أكل,12,القاهرة,69,اليوم
2634,علاج,10,الأقصر,55,خلال أسبوع
2635,أكل,15,الإسكندرية,67,غدا
2636,أكل,5,طنطا,54,غدا
2637,أكل,10,بورسعيد,63,اليوم
2638,أكل,1,الجيزة,86,غدا
2639,لبس,7,طنطا,93,اليوم
2640,علاج,1,القاهرة,86,خلال أسبوع
2641,علاج,12,القاهرة,57,خلال أسبوع
2642,علاج,6,طنطا,100,اليوم
2643,أكل,3,الجيزة,85,خلال أسبوع
2644,علاج,4,بورسعيد,93,خلال أسبوع
2645,علاج,1,الجيزة,93,اليوم
2646,لبس,10,الإسكندرية,66,اليوم
2647,علاج,14,الإسكندرية,98,اليوم
2648,لبس,1,الأقصر,66,اليوم
2649,علاج,6,الأقصر,94,خلال أسبوع
2650,علاج,1,الإسكندرية,98,خلال أسبوع
2651,لبس,4,أسوان,74,خلال أسبوع
2652,علاج,2,الجيزة,93,خلال أسبوع
2653,أكل,5,بورسعيد,43,اليوم
2654,علاج,15,الجيزة,85,اليوم
2655,علاج,15,طنطا,43,غدا
2656,علاج,13,الجيزة,91,خلال أسبوع
2657,علاج,10,أسوان,66,غدا
2658,علاج,14,أسوان,64,اليوم
2659,لبس,1,الأقصر,50,اليوم
2660,لبس,13,القاهرة,64,خلال أسبوع
2661,علاج,12,طنطا,88,اليوم
2662,لبس,14,الأقصر,96,اليوم
2663,علاج,8,المنصورة,46,اليوم
2664,علاج,14,الجيزة,64,اليوم
2665,أكل,2,المنصورة,82,غدا
2666,أكل,9,الإسكندرية,65,غدا
2667,علاج,14,أسوان,96,اليوم
2668,علاج,5,الجيزة,97,غدا
2669,علاج,10,الأقصر,89,اليوم
2670,علاج,13,طنطا,73,خلال أسبوع
2671,لبس,14,القاهرة,44,خلال أسبوع
2672,علاج,11,طنطا,89,اليوم
2673,لبس,15,المنصورة,42,غدا
2674,أكل,7,الجيزة,58,اليوم
2675,علاج,11,الجيزة,68,خلال أسبوع
2676,علاج,9,الجيزة,97,غدا
2677,لبس,10,المنصورة,49,خلال أسبوع
2678,علاج,11,المنصورة,65,غدا
2679,علاج,1,أسوان,56,اليوم
2680,لبس,1,القاهرة,90,خلال أسبوع
2681,أكل,12,المنصورة,62,اليوم
2682,علاج,15,بورسعيد,40,غدا
2683,لبس,3,الأقصر,63,غدا
2684,أكل,9,طنطا,98,غدا
2685,علاج,7,المنصورة,48,خلال أسبوع
2686,علاج,3,الإسكندرية,75,اليوم
2687,أكل,5,بورسعيد,40,خلال أسبوع
2688,أكل,6,الإسكندرية,68,اليوم
2689,علاج,8,بورسعيد,52,غدا
2690,علاج,1,الجيزة,50,خلال أسبوع
2691,علاج,10,الأقصر,91,غدا
2692,علاج,15,طنطا,77,خلال أسبوع
2693,أكل,2,الإسكندرية,82,اليوم
2694,علاج,1,بورسعيد,66,اليوم
2695,علاج,9,القاهرة,49,غدا
2696,أكل,13,الجيزة,94,غدا
2697,علاج,1,طنطا,85,اليوم
2698,علاج,15,أسوان,99,غدا
2699,علاج,2,أسوان,47,غدا
2700,أكل,7,طنطا,49,خلال أسبوع
2701,علاج,14,طنطا,99,خلال أسبوع
2702,أكل,3,أسوان,55,غدا
2703,علاج,15,الإسكندرية,91,اليوم
2704,علاج,6,الأقصر,63,اليوم
2705,علاج,10,الأقصر,41,خلال أسبوع
2706,علاج,14,بورسعيد,92,خلال أسبوع
2707,أكل,14,بورسعيد,80,خلال أسبوع
2708,أكل,11,القاهرة,67,غدا
2709,لبس,9,الأقصر,55,خلال أسبوع
2710,أكل,13,القاهرة,57,غدا
2711,علاج,13,أسوان,93,خلال أسبوع
2712,أكل,12,المنصورة,96,اليوم
2713,علاج,14,بورسعيد,70,غدا
2714,لبس,5,المنصورة,96,خلال أسبوع
2715,لبس,12,بورسعيد,43,غدا
2716,علاج,8,القاهرة,50,غدا
2717,لبس,2,بورسعيد,40,خلال أسبوع
2718,علاج,13,الجيزة,97,غدا
2719,لبس,15,المنصورة,61,غدا
2720,علاج,9,القاهرة,74,غدا
2721,لبس,1,طنطا,50,خلال أسبوع
2722,لبس,13,القاهرة,68,اليوم
2723,علاج,3,القاهرة,63,خلال أسبوع
2724,لبس,2,أسوان,93,غدا
2725,علاج,6,الإسكندرية,56,غدا
2726,علاج,9,المنصورة,83,غدا
2727,لبس,2,بورسعيد,95,خلال أسبوع
2728,أكل,15,الأقصر,45,خلال أسبوع
2729,علاج,2,الأقصر,46,اليوم
2730,أكل,8,الأقصر,80,اليوم
2731,لبس,2,أسوان,67,خلال أسبوع
2732,علاج,13,الإسكندرية,70,غدا
2733,علاج,13,الأقصر,75,خلال أسبوع
2734,علاج,4,المنصورة,93,خلال أسبوع
2735,علاج,15,الإسكندرية,83,غدا
2736,علاج,1,طنطا,43,غدا
2737,علاج,13,القاهرة,68,اليوم
2738,أكل,4,المنصورة,53,خلال أسبوع
2739,أكل,3,أسوان,74,اليوم
2740,علاج,7,الأقصر,95,اليوم
2741,علاج,7,الأقصر,83,خلال أسبوع
2742,علاج,5,أسوان,84,خلال أسبوع
2743,علاج,9,الجيزة,63,اليوم
2744,لبس,2,الأقصر,64,خلال أسبوع
2745,أكل,9,المنصورة,79,خلال أسبوع
2746,علاج,13,الأقصر,55,خلال أسبوع
2747,علاج,1,الأقصر,49,اليوم
2748,علاج,9,بورسعيد,46,خلال أسبوع
2749,أكل,13,القاهرة,60,اليوم
2750,علاج,11,الإسكندرية,71,اليوم
2751,أكل,13,الأقصر,55,خلال أسبوع
2752,علاج,9,الأقصر,69,اليوم
2753,علاج,7,القاهرة,87,اليوم
2754,علاج,12,طنطا,100,غدا
2755,علاج,1,القاهرة,53,غدا
2756,أكل,14,الإسكندرية,52,غدا
2757,علاج,1,الجيزة,78,خلال أسبوع
2758,لبس,8,المنصورة,43,خلال أسبوع
2759,لبس,2,طنطا,48,اليوم
2760,علاج,11,طنطا,93,اليوم
2761,علاج,15,الإسكندرية,72,خلال أسبوع
2762,علاج,9,طنطا,40,اليوم
2763,علاج,11,الجيزة,96,غدا
2764,أكل,5,الإسكندرية,63,اليوم
2765,لبس,7,أسوان,72,غدا
2766,أكل,11,المنصورة,78,اليوم
2767,لبس,2,المنصورة,78,غدا
2768,أكل,1,القاهرة,73,اليوم
2769,علاج,1,أسوان,96,خلال أسبوع
2770,علاج,8,القاهرة,100,غدا
2771,علاج,5,طنطا,97,غدا
2772,علاج,8,الإسكندرية,64,اليوم
2773,علاج,2,القاهرة,67,خلال أسبوع
2774,علاج,7,الأقصر,43,غدا
2775,علاج,8,الأقصر,54,خلال أسبوع
2776,علاج,12,القاهرة,93,خلال أسبوع
2777,علاج,3,أسوان,85,اليوم
2778,علاج,7,المنصورة,41,غدا
2779,لبس,8,الجيزة,55,خلال أسبوع
2780,علاج,12,الجيزة,58,غدا
2781,علاج,6,طنطا,48,غدا
2782,علاج,5,الأقصر,55,اليوم
2783,علاج,3,المنصورة,54,خلال أسبوع
2784,علاج,14,المنصورة,66,غدا
2785,علاج,5,القاهرة,98,خلال أسبوع
2786,علاج,15,طنطا,56,اليوم
2787,علاج,8,الأقصر,66,غدا
2788,علاج,10,المنصورة,72,خلال أسبوع
2789,لبس,11,الإسكندرية,60,غدا
2790,علاج,5,أسوان,75,غدا
2791,علاج,10,بورسعيد,76,خلال أسبوع
2792,علاج,3,طنطا,70,خلال أسبوع
2793,علاج,11,القاهرة,46,غدا
2794,علاج,9,الإسكندرية,68,خلال أسبوع
2795,علاج,11,بورسعيد,55,خلال أسبوع
2796,علاج,11,طنطا,48,اليوم
2797,لبس,7,طنطا,51,خلال أسبوع
2798,أكل,1,بورسعيد,63,غدا
2799,لبس,11,القاهرة,75,خلال أسبوع
2800,علاج,15,بورسعيد,85,غدا
2801,علاج,3,الأقصر,54,خلال أسبوع
2802,علاج,7,القاهرة,43,خلال أسبوع
2803,علاج,7,الأقصر,94,غدا
2804,علاج,13,طنطا,44,خلال أسبوع
2805,علاج,15,بورسعيد,40,اليوم
2806,علاج,7,أسوان,93,خلال أسبوع
2807,لبس,6,الأقصر,99,خلال أسبوع
2808,أكل,2,المنصورة,96,خلال أسبوع
2809,علاج,11,بورسعيد,86,خلال أسبوع
2810,علاج,13,القاهرة,98,خلال أسبوع
2811,علاج,3,أسوان,82,خلال أسبوع
2812,علاج,15,المنصورة,83,اليوم
2813,علاج,3,الجيزة,66,غدا
2814,علاج,15,الجيزة,42,خلال أسبوع
2815,علاج,9,طنطا,88,اليوم
2816,أكل,4,الأقصر,40,خلال أسبوع
2817,أكل,1,الجيزة,57,غدا
2818,علاج,15,الأقصر,55,غدا
2819,لبس,13,طنطا,61,اليوم
2820,علاج,15,أسوان,43,غدا
2821,علاج,15,المنصورة,83,غدا
2822,علاج,1,الإسكندرية,72,غدا
2823,لبس,4,المنصورة,61,غدا
2824,علاج,8,أسوان,76,خلال أسبوع
2825,لبس,12,أسوان,83,غدا
2826,علاج,12,الإسكندرية,88,اليوم
2827,علاج,15,الأقصر,86,اليوم
2828,علاج,11,الإسكندرية,78,غدا
2829,لبس,5,الأقصر,54,اليوم
2830,علاج,12,الأقصر,62,خلال أسبوع
2831,علاج,15,المنصورة,84,خلال أسبوع
2832,علاج,1,الأقصر,94,غدا
2833,لبس,11,طنطا,86,غدا
2834,علاج,13,بورسعيد,82,خلال أسبوع
2835,أكل,7,المنصورة,80,خلال أسبوع
2836,أكل,10,المنصورة,75,خلال أسبوع
2837,علاج,9,الإسكندرية,77,خلال أسبوع
2838,علاج,11,طنطا,48,اليوم
2839,علاج,7,أسوان,72,غدا
2840,أكل,15,الإسكندرية,58,خلال أسبوع
2841,أكل,6,أسوان,70,خلال أسبوع
2842,أكل,6,الأقصر,54,خلال أسبوع
2843,علاج,6,الجيزة,81,اليوم
2844,علاج,15,الأقصر,57,اليوم
2845,علاج,1,القاهرة,66,خلال أسبوع
2846,علاج,4,أسوان,79,خلال أسبوع
2847,لبس,15,المنصورة,74,خلال أسبوع
2848,لبس,10,القاهرة,87,غدا
2849,علاج,14,الجيزة,49,خلال أسبوع
2850,علاج,2,الجيزة,51,غدا
2851,علاج,2,الجيزة,60,غدا
2852,علاج,9,بورسعيد,89,غدا
2853,أكل,8,القاهرة,63,اليوم
2854,علاج,6,القاهرة,80,غدا
2855,علاج,4,بورسعيد,68,غدا
2856,علاج,11,بورسعيد,48,غدا
2857,علاج,1,المنصورة,78,خلال أسبوع
2858,علاج,8,المنصورة,70,خلال أسبوع
2859,علاج,4,المنصورة,78,خلال أسبوع
2860,علاج,6,الإسكندرية,84,خلال أسبوع
2861,علاج,10,طنطا,93,اليوم
2862,أكل,13,المنصورة,63,غدا
2863,علاج,13,بورسعيد,72,غدا
2864,علاج,3,الإسكندرية,65,اليوم
2865,أكل,2,طنطا,91,غدا
2866,علاج,12,أسوان,50,غدا
2867,علاج,14,المنصورة,46,خلال أسبوع
2868,علاج,4,بورسعيد,53,اليوم
2869,علاج,13,بورسعيد,44,خلال أسبوع
2870,لبس,14,المنصورة,61,غدا
2871,علاج,12,الجيزة,94,غدا
2872,علاج,1,طنطا,47,اليوم
2873,علاج,8,القاهرة,59,خلال أسبوع
2874,لبس,15,المنصورة,43,اليوم
2875,علاج,3,أسوان,54,خلال أسبوع
2876,علاج,13,طنطا,52,اليوم
2877,أكل,6,بورسعيد,96,غدا
2878,علاج,3,المنصورة,80,خلال أسبوع
2879,علاج,14,المنصورة,58,خلال أسبوع
2880,علاج,7,المنصورة,60,اليوم
2881,علاج,15,أسوان,50,خلال أسبوع
2882,علاج,8,الإسكندرية,94,خلال أسبوع
2883,لبس,8,بورسعيد,86,اليوم
2884,لبس,5,الأقصر,91,اليوم
2885,علاج,7,الأقصر,60,خلال أسبوع
2886,علاج,3,الأقصر,82,اليوم
2887,أكل,10,الإسكندرية,89,غدا
2888,أكل,14,أسوان,68,اليوم
2889,علاج,9,أسوان,40,خلال أسبوع
2890,لبس,11,الجيزة,97,خلال أسبوع
2891,أكل,11,الجيزة,90,اليوم
2892,علاج,9,طنطا,68,اليوم
2893,لبس,10,الجيزة,57,غدا
2894,علاج,7,الجيزة,79,غدا
2895,علاج,11,طنطا,90,غدا
2896,لبس,1,الأقصر,55,غدا
2897,أكل,3,طنطا,81,غدا
2898,علاج,12,الأقصر,69,غدا
2899,علاج,6,المنصورة,96,غدا
2900,علاج,11,المنصورة,70,غدا
2901,لبس,1,طنطا,73,غدا
2902,علاج,3,بورسعيد,55,اليوم
2903,علاج,13,الإسكندرية,47,غدا
2904,علاج,1,الأقصر,93,اليوم
2905,علاج,14,المنصورة,54,اليوم
2906,لبس,3,القاهرة,100,غدا
2907,أكل,11,طنطا,49,خلال أسبوع
2908,علاج,13,طنطا,47,غدا
2909,أكل,14,القاهرة,67,غدا
2910,علاج,1,بورسعيد,67,غدا
2911,علاج,1,الأقصر,47,اليوم
2912,علاج,11,طنطا,68,خلال أسبوع
2913,علاج,2,الأقصر,66,غدا
2914,علاج,7,القاهرة,75,غدا
2915,علاج,14,الجيزة,95,اليوم
2916,علاج,4,القاهرة,72,خلال أسبوع
2917,علاج,5,طنطا,68,خلال أسبوع
2918,علاج,3,الأقصر,89,اليوم
2919,علاج,7,طنطا,74,خلال أسبوع
2920,علاج,5,الإسكندرية,100,خلال أسبوع
2921,أكل,10,المنصورة,44,غدا
2922,لبس,10,أسوان,41,اليوم
2923,علاج,8,بورسعيد,86,خلال أسبوع
2924,لبس,7,الجيزة,88,خلال أسبوع
2925,لبس,1,الإسكندرية,98,خلال أسبوع
2926,علاج,5,الجيزة,81,اليوم
2927,علاج,13,أسوان,43,خلال أسبوع
2928,علاج,3,بورسعيد,82,اليوم
2929,علاج,11,المنصورة,70,خلال أسبوع
2930,أكل,15,الجيزة,63,اليوم
2931,أكل,12,بورسعيد,64,خلال أسبوع
2932,لبس,15,المنصورة,78,اليوم
2933,علاج,5,الأقصر,78,خلال أسبوع
2934,علاج,13,الجيزة,61,اليوم
2935,علاج,5,الإسكندرية,71,خلال أسبوع
2936,علاج,11,الجيزة,79,خلال أسبوع
2937,علاج,10,الإسكندرية,41,خلال أسبوع
2938,علاج,1,طنطا,92,خلال أسبوع
2939,لبس,14,الجيزة,67,خلال أسبوع
2940,علاج,2,الجيزة,70,غدا
2941,علاج,5,الإسكندرية,40,غدا
2942,علاج,1,أسوان,87,خلال أسبوع
2943,علاج,3,الأقصر,83,اليوم
2944,علاج,8,المنصورة,85,خلال أسبوع
2945,لبس,12,المنصورة,51,غدا
2946,علاج,1,بورسعيد,45,غدا
2947,علاج,14,طنطا,45,غدا
2948,علاج,10,طنطا,51,اليوم
2949,علاج,5,المنصورة,66,غدا
2950,علاج,5,أسوان,95,خلال أسبوع
2951,لبس,2,القاهرة,45,اليوم
2952,علاج,4,المنصورة,99,خلال أسبوع
2953,علاج,15,المنصورة,84,غدا
2954,لبس,10,الأقصر,94,خلال أسبوع
2955,علاج,3,بورسعيد,79,خلال أسبوع
2956,علاج,6,الأقصر,52,خلال أسبوع
2957,علاج,13,الإسكندرية,45,اليوم
2958,أكل,2,الجيزة,60,خلال أسبوع
2959,علاج,10,الأقصر,89,اليوم
2960,أكل,4,أسوان,63,غدا
2961,علاج,6,القاهرة,72,اليوم
2962,علاج,2,المنصورة,60,اليوم
2963,علاج,12,بورسعيد,49,غدا
2964,علاج,3,الجيزة,87,اليوم
2965,علاج,8,الجيزة,60,غدا
2966,أكل,8,بورسعيد,96,اليوم
2967,أكل,7,الأقصر,94,خلال أسبوع
2968,علاج,9,القاهرة,97,غدا
2969,علاج,15,الأقصر,42,غدا
2970,علاج,9,طنطا,51,غدا
2971,علاج,8,الإسكندرية,76,اليوم
2972,علاج,1,طنطا,96,اليوم
2973,لبس,14,المنصورة,86,اليوم
2974,علاج,1,أسوان,62,خلال أسبوع
2975,علاج,7,الإسكندرية,88,غدا
2976,أكل,7,المنصورة,63,اليوم
2977,لبس,4,الإسكندرية,80,خلال أسبوع
2978,علاج,14,الأقصر,89,غدا
2979,علاج,15,أسوان,88,غدا
2980,علاج,12,طنطا,53,خلال أسبوع
2981,علاج,8,المنصورة,40,خلال أسبوع
2982,لبس,4,الإسكندرية,74,خلال أسبوع
2983,أكل,13,الإسكندرية,85,اليوم
2984,علاج,14,طنطا,91,غدا
2985,علاج,6,الأقصر,88,خلال أسبوع
2986,لبس,13,الأقصر,61,اليوم
2987,لبس,15,طنطا,49,اليوم
2988,علاج,15,بورسعيد,90,غدا
2989,علاج,5,الإسكندرية,77,خلال أسبوع
2990,علاج,2,بورسعيد,73,اليوم
2991,علاج,11,طنطا,42,خلال أسبوع
2992,علاج,13,بورسعيد,78,خلال أسبوع
2993,أكل,1,طنطا,82,خلال أسبوع
2994,علاج,3,الإسكندرية,44,خلال أسبوع
2995,علاج,12,طنطا,40,خلال أسبوع
2996,علاج,9,أسوان,84,غدا
2997,علاج,7,بورسعيد,80,اليوم
2998,علاج,6,طنطا,98,اليوم
2999,أكل,11,طنطا,79,غدا
3000,علاج,6,الإسكندرية,75,خلال أسبوع
3001,علاج,11,القاهرة,83,خلال أسبوع
3002,علاج,13,القاهرة,73,اليوم
3003,علاج,2,الأقصر,78,خلال أسبوع
3004,علاج,7,القاهرة,55,غدا
3005,علاج,11,أسوان,75,خلال أسبوع
3006,لبس,13,الأقصر,53,خلال أسبوع
3007,علاج,3,طنطا,94,خلال أسبوع
3008,علاج,14,طنطا,53,خلال أسبوع
3009,علاج,10,الجيزة,83,خلال أسبوع
3010,علاج,9,الإسكندرية,84,اليوم
3011,علاج,10,المنصورة,61,غدا
3012,لبس,3,الجيزة,75,اليوم
3013,أكل,13,المنصورة,57,غدا
3014,أكل,12,بورسعيد,46,اليوم
3015,لبس,10,المنصورة,59,غدا
3016,أكل,3,بورسعيد,46,اليوم
3017,علاج,2,المنصورة,90,غدا
3018,علاج,4,الإسكندرية,71,غدا
3019,علاج,2,الجيزة,74,غدا
3020,أكل,7,الإسكندرية,41,غدا
3021,لبس,3,المنصورة,50,غدا
3022,علاج,2,المنصورة,76,غدا
3023,أكل,1,الجيزة,69,خلال أسبوع
3024,لبس,2,بورسعيد,65,خلال أسبوع
3025,علاج,9,القاهرة,44,اليوم
3026,أكل,3,القاهرة,94,خلال أسبوع
3027,أكل,14,الأقصر,40,اليوم
3028,علاج,7,الجيزة,95,خلال أسبوع
3029,أكل,15,المنصورة,71,اليوم
3030,أكل,11,الأقصر,63,غدا
3031,علاج,9,القاهرة,67,خلال أسبوع
3032,علاج,15,أسوان,54,اليوم
3033,أكل,2,بورسعيد,85,اليوم
3034,لبس,2,الأقصر,59,خلال أسبوع
3035,أكل,8,بورسعيد,42,غدا
3036,علاج,6,الجيزة,53,اليوم
3037,أكل,10,طنطا,68,اليوم
3038,علاج,5,القاهرة,70,خلال أسبوع
3039,علاج,6,طنطا,66,غدا
3040,علاج,1,بورسعيد,90,خلال أسبوع
3041,علاج,6,المنصورة,57,غدا
3042,أكل,10,أسوان,95,خلال أسبوع
3043,أكل,1,الجيزة,46,خلال أسبوع
3044,علاج,8,أسوان,42,اليوم
3045,علاج,9,بورسعيد,81,اليوم
3046,لبس,1,القاهرة,54,خلال أسبوع
3047,لبس,14,أسوان,72,خلال أسبوع
3048,علاج,5,القاهرة,95,خلال أسبوع
3049,علاج,1,القاهرة,72,اليوم
3050,أكل,3,بورسعيد,50,اليوم
3051,لبس,2,القاهرة,65,خلال أسبوع
3052,أكل,14,المنصورة,89,غدا
3053,لبس,2,الإسكندرية,64,غدا
3054,لبس,13,القاهرة,57,غدا
3055,علاج,3,الإسكندرية,83,خلال أسبوع
3056,لبس,4,طنطا,62,غدا
3057,علاج,9,المنصورة,90,اليوم
3058,أكل,5,المنصورة,45,اليوم
3059,علاج,6,بورسعيد,58,غدا
3060,أكل,5,الأقصر,90,اليوم
3061,علاج,8,الجيزة,83,خلال أسبوع
3062,لبس,4,الجيزة,95,غدا
3063,لبس,6,القاهرة,75,اليوم
3064,علاج,10,القاهرة,67,خلال أسبوع
3065,لبس,8,بورسعيد,60,خلال أسبوع
3066,علاج,12,الإسكندرية,77,غدا
3067,علاج,2,القاهرة,90,خلال أسبوع
3068,علاج,3,الأقصر,60,اليوم
3069,أكل,5,طنطا,82,غدا
3070,علاج,14,بورسعيد,66,اليوم
3071,أكل,8,القاهرة,90,غدا
3072,علاج,6,الإسكندرية,61,غدا
3073,علاج,2,بورسعيد,56,خلال أسبوع
3074,علاج,3,الإسكندرية,74,اليوم
3075,لبس,15,الجيزة,71,خلال أسبوع
3076,أكل,2,طنطا,55,غدا
3077,لبس,13,الأقصر,75,اليوم
3078,علاج,4,بورسعيد,53,خلال أسبوع
3079,علاج,11,الجيزة,41,خلال أسبوع
3080,علاج,11,أسوان,67,اليوم
3081,علاج,5,طنطا,57,خلال أسبوع
3082,علاج,5,المنصورة,75,خلال أسبوع
3083,لبس,15,القاهرة,75,غدا
3084,علاج,11,الجيزة,81,غدا
3085,علاج,10,الإسكندرية,62,غدا
3086,علاج,15,الإسكندرية,72,غدا
3087,علاج,9,أسوان,80,غدا
3088,علاج,9,الإسكندرية,60,خلال أسبوع
3089,أكل,4,الإسكندرية,100,خلال أسبوع
3090,علاج,6,الجيزة,74,اليوم
3091,أكل,13,أسوان,51,خلال أسبوع
3092,أكل,14,أسوان,52,اليوم
3093,علاج,15,القاهرة,86,خلال أسبوع
3094,أكل,4,الأقصر,41,اليوم
3095,علاج,8,المنصورة,90,غدا
3096,علاج,12,الجيزة,77,خلال أسبوع
3097,أكل,6,القاهرة,94,غدا
3098,علاج,1,أسوان,71,خلال أسبوع
3099,علاج,5,القاهرة,94,غدا
3100,لبس,4,المنصورة,91,غدا
3101,علاج,11,القاهرة,55,اليوم
3102,لبس,12,أسوان,66,غدا
3103,لبس,10,المنصورة,79,اليوم
3104,علاج,12,الجيزة,54,اليوم
3105,علاج,3,الأقصر,100,اليوم
3106,علاج,11,طنطا,76,خلال أسبوع
3107,علاج,7,أسوان,83,اليوم
3108,علاج,4,الأقصر,52,اليوم
3109,علاج,11,بورسعيد,49,خلال أسبوع
3110,علاج,13,الجيزة,81,خلال أسبوع
3111,أكل,15,أسوان,91,خلال أسبوع
3112,علاج,2,المنصورة,90,اليوم
3113,لبس,3,بورسعيد,67,خلال أسبوع
3114,لبس,12,بورسعيد,69,اليوم
3115,أكل,4,الجيزة,73,غدا
3116,أكل,4,أسوان,95,خلال أسبوع
3117,أكل,13,طنطا,87,خلال أسبوع
3118,أكل,2,الجيزة,87,غدا
3119,علاج,1,المنصورة,53,غدا
3120,علاج,15,بورسعيد,86,غدا
3121,لبس,14,أسوان,99,غدا
3122,علاج,15,بورسعيد,44,خلال أسبوع
3123,علاج,9,أسوان,77,اليوم
3124,علاج,8,القاهرة,40,خلال أسبوع
3125,علاج,5,بورسعيد,75,اليوم
3126,لبس,9,أسوان,70,خلال أسبوع
3127,علاج,6,طنطا,40,خلال أسبوع
3128,علاج,13,الأقصر,97,اليوم
3129,علاج,1,الإسكندرية,58,غدا
3130,علاج,9,الإسكندرية,67,اليوم
