request_id,need_type,needed_quantity,location_requester,urgency,age,family_members,is_family
2552,أكل,8,الجيزة,منخفض,22,4,1
2553,علاج,6,بورسعيد,متوسط,53,3,1
2554,أكل,6,طنطا,عاجل,25,3,1
2555,لبس,7,المنصورة,منخفض,29,4,1
2556,علاج,10,طنطا,منخفض,21,5,1
2557,علاج,5,المنصورة,عاجل,56,3,1
2558,علاج,2,الجيزة,منخفض,19,1,0
2559,لبس,5,طنطا,متوسط,60,3,1
2560,لبس,9,أسوان,متوسط,61,5,1
2561,علاج,10,الإسكندرية,متوسط,44,5,1
2562,علاج,6,الجيزة,متوسط,35,3,1
2563,علاج,9,بورسعيد,متوسط,42,5,1
2564,علاج,6,الأقصر,عاجل,43,3,1
2565,علاج,5,الأقصر,منخفض,55,3,1
2566,علاج,10,الإسكندرية,منخفض,38,5,1
2567,علاج,6,أسوان,عاجل,60,3,1
2568,علاج,2,الأقصر,منخفض,32,1,0
2569,علاج,6,الإسكندرية,منخفض,64,3,1
2570,علاج,8,الأقصر,منخفض,59,4,1
2571,علاج,5,الجيزة,متوسط,16,3,1
2572,علاج,1,الجيزة,عاجل,33,1,0
2573,علاج,10,الأقصر,منخفض,73,5,1
2574,لبس,1,طنطا,منخفض,63,1,0
2575,علاج,7,طنطا,متوسط,16,4,1
2576,أكل,6,القاهرة,متوسط,9,3,1
2577,علاج,9,الأقصر,متوسط,13,5,1
2578,علاج,4,القاهرة,منخفض,73,2,1
2579,أكل,6,بورسعيد,متوسط,56,3,1
2580,علاج,10,الأقصر,منخفض,46,5,1
2581,أكل,9,أسوان,عاجل,22,5,1
2582,علاج,10,القاهرة,عاجل,12,5,1
2583,علاج,5,المنصورة,عاجل,13,3,1
2584,علاج,4,المنصورة,منخفض,22,2,1
2585,لبس,2,القاهرة,عاجل,40,1,0
2586,علاج,7,المنصورة,عاجل,30,4,1
2587,علاج,8,المنصورة,عاجل,50,4,1
2588,أكل,9,الأقصر,عاجل,63,5,1
2589,لبس,6,القاهرة,متوسط,65,3,1
2590,علاج,10,بورسعيد,متوسط,19,5,1
2591,علاج,7,الجيزة,متوسط,27,4,1
2592,لبس,7,الأقصر,عاجل,38,4,1
2593,علاج,8,القاهرة,منخفض,73,4,1
2594,علاج,2,المنصورة,منخفض,3,1,0
2595,لبس,6,طنطا,عاجل,63,3,1
2596,علاج,7,الجيزة,متوسط,33,4,1
2597,لبس,6,الأقصر,متوسط,21,3,1
2598,علاج,9,الإسكندرية,عاجل,49,5,1
2599,علاج,2,الإسكندرية,عاجل,79,1,0
2600,أكل,5,الجيزة,منخفض,33,3,1
2601,لبس,3,طنطا,متوسط,24,1,0
2602,لبس,3,الجيزة,متوسط,12,1,0
2603,علاج,3,الأقصر,منخفض,61,1,0
2604,علاج,1,بورسعيد,منخفض,10,1,0
2605,لبس,3,الجيزة,متوسط,71,1,0
2606,علاج,3,الإسكندرية,عاجل,2,1,0
2607,لبس,9,القاهرة,منخفض,65,5,1
2608,علاج,3,الإسكندرية,متوسط,20,1,0
2609,علاج,6,الأقصر,متوسط,32,3,1
2610,علاج,2,بورسعيد,عاجل,78,1,0
2611,علاج,3,الجيزة,متوسط,59,1,0
2612,علاج,7,طنطا,منخفض,60,4,1
2613,لبس,10,طنطا,متوسط,68,5,1
2614,علاج,8,الإسكندرية,عاجل,27,4,1
2615,لبس,5,الجيزة,منخفض,53,3,1
2616,لبس,6,القاهرة,متوسط,63,3,1
2617,علاج,7,الإسكندرية,متوسط,76,4,1
2618,علاج,5,طنطا,عاجل,19,3,1
2619,علاج,5,المنصورة,متوسط,60,3,1
2620,لبس,4,المنصورة,عاجل,54,2,1
2621,علاج,2,الأقصر,متوسط,7,1,0
2622,علاج,7,الجيزة,منخفض,38,4,1
2623,علاج,8,القاهرة,متوسط,9,4,1
2624,علاج,5,الإسكندرية,عاجل,13,3,1
2625,علاج,9,الأقصر,عاجل,4,5,1
2626,علاج,9,أسوان,عاجل,58,5,1
2627,علاج,8,أسوان,منخفض,42,4,1
2628,أكل,9,الجيزة,متوسط,63,5,1
2629,أكل,9,القاهرة,عاجل,49,5,1
2630,علاج,8,طنطا,عاجل,19,4,1
2631,علاج,7,الأقصر,متوسط,29,4,1
2632,لبس,1,الإسكندرية,عاجل,54,1,0
2633,علاج,3,طنطا,منخفض,73,1,0
2634,أكل,2,الإسكندرية,عاجل,34,1,0
2635,أكل,4,المنصورة,عاجل,64,2,1
2636,علاج,8,أسوان,منخفض,48,4,1
2637,علاج,9,أسوان,متوسط,42,5,1
2638,علاج,10,الأقصر,منخفض,32,5,1
2639,علاج,8,الأقصر,متوسط,66,4,1
2640,علاج,7,القاهرة,منخفض,39,4,1
2641,علاج,9,بورسعيد,عاجل,32,5,1
2642,أكل,9,أسوان,منخفض,52,5,1
2643,لبس,5,الجيزة,عاجل,21,3,1
2644,علاج,2,الأقصر,عاجل,56,1,0
2645,علاج,7,المنصورة,عاجل,43,4,1
2646,لبس,4,المنصورة,متوسط,51,2,1
2647,علاج,7,بورسعيد,متوسط,32,4,1
2648,لبس,3,أسوان,منخفض,49,1,0
2649,أكل,2,القاهرة,عاجل,70,1,0
2650,أكل,3,القاهرة,عاجل,61,1,0
2651,علاج,5,الجيزة,منخفض,46,3,1
2652,أكل,1,الإسكندرية,متوسط,43,1,0
2653,علاج,2,القاهرة,منخفض,1,1,0
2654,علاج,8,الجيزة,منخفض,76,4,1
2655,علاج,2,الأقصر,عاجل,9,1,0
2656,لبس,3,الجيزة,متوسط,78,1,0
2657,لبس,1,بورسعيد,متوسط,21,1,0
2658,علاج,6,الأقصر,متوسط,52,3,1
2659,لبس,6,بورسعيد,عاجل,60,3,1
2660,علاج,1,طنطا,عاجل,76,1,0
2661,أكل,8,الأقصر,عاجل,10,4,1
2662,علاج,6,بورسعيد,منخفض,62,3,1
2663,أكل,9,الأقصر,منخفض,27,5,1
2664,أكل,6,الإسكندرية,متوسط,25,3,1
2665,أكل,1,الأقصر,متوسط,24,1,0
2666,علاج,7,أسوان,متوسط,18,4,1
2667,علاج,7,أسوان,منخفض,24,4,1
2668,لبس,7,الجيزة,متوسط,43,4,1
2669,علاج,4,المنصورة,متوسط,26,2,1
2670,علاج,1,القاهرة,منخفض,47,1,0
2671,علاج,6,أسوان,متوسط,14,3,1
2672,علاج,4,الإسكندرية,منخفض,65,2,1
2673,علاج,9,أسوان,متوسط,6,5,1
2674,علاج,9,الأقصر,منخفض,59,5,1
2675,لبس,1,طنطا,منخفض,9,1,0
2676,علاج,10,بورسعيد,منخفض,76,5,1
2677,لبس,5,القاهرة,عاجل,75,3,1
2678,لبس,1,بورسعيد,متوسط,29,1,0
2679,علاج,1,طنطا,عاجل,10,1,0
2680,علاج,7,القاهرة,منخفض,40,4,1
2681,أكل,8,بورسعيد,منخفض,71,4,1
2682,علاج,7,أسوان,عاجل,70,4,1
2683,أكل,7,الجيزة,منخفض,32,4,1
2684,أكل,3,الأقصر,عاجل,38,1,0
2685,علاج,3,طنطا,عاجل,21,1,0
2686,لبس,5,الجيزة,عاجل,20,3,1
2687,علاج,2,الأقصر,عاجل,15,1,0
2688,أكل,9,المنصورة,متوسط,16,5,1
2689,علاج,5,الجيزة,متوسط,12,3,1
2690,علاج,4,الأقصر,منخفض,3,2,1
2691,أكل,3,الإسكندرية,متوسط,21,1,0
2692,علاج,4,المنصورة,منخفض,45,2,1
2693,علاج,7,بورسعيد,منخفض,52,4,1
2694,علاج,10,المنصورة,منخفض,9,5,1
2695,علاج,8,المنصورة,متوسط,42,4,1
2696,علاج,1,القاهرة,منخفض,25,1,0
2697,لبس,1,أسوان,منخفض,44,1,0
2698,أكل,6,المنصورة,عاجل,18,3,1
2699,علاج,9,الجيزة,منخفض,18,5,1
2700,علاج,9,أسوان,عاجل,80,5,1
2701,لبس,4,الأقصر,منخفض,55,2,1
2702,أكل,1,الأقصر,متوسط,18,1,0
2703,علاج,3,الأقصر,متوسط,53,1,0
2704,لبس,2,المنصورة,منخفض,39,1,0
2705,أكل,5,أسوان,عاجل,12,3,1
2706,علاج,10,الجيزة,متوسط,15,5,1
2707,لبس,6,الجيزة,عاجل,74,3,1
2708,أكل,4,القاهرة,منخفض,40,2,1
2709,أكل,9,الأقصر,متوسط,39,5,1
2710,أكل,5,طنطا,عاجل,43,3,1
2711,أكل,3,الأقصر,عاجل,76,1,0
2712,علاج,1,المنصورة,منخفض,52,1,0
2713,لبس,3,بورسعيد,عاجل,43,1,0
2714,علاج,10,القاهرة,منخفض,3,5,1
2715,علاج,3,الإسكندرية,منخفض,66,1,0
2716,أكل,9,الأقصر,منخفض,25,5,1
2717,علاج,1,طنطا,عاجل,79,1,0
2718,علاج,9,الأقصر,منخفض,18,5,1
2719,علاج,10,الأقصر,متوسط,32,5,1
2720,علاج,7,الأقصر,منخفض,78,4,1
2721,أكل,7,بورسعيد,متوسط,33,4,1
2722,علاج,3,الجيزة,متوسط,32,1,0
2723,أكل,4,بورسعيد,منخفض,6,2,1
2724,علاج,7,الإسكندرية,عاجل,36,4,1
2725,أكل,4,الجيزة,منخفض,2,2,1
2726,لبس,4,الإسكندرية,عاجل,19,2,1
2727,أكل,6,الإسكندرية,متوسط,49,3,1
2728,علاج,5,المنصورة,منخفض,26,3,1
2729,علاج,7,أسوان,عاجل,32,4,1
2730,لبس,7,القاهرة,متوسط,1,4,1
2731,علاج,1,القاهرة,منخفض,59,1,0
2732,علاج,7,الجيزة,متوسط,19,4,1
2733,علاج,7,القاهرة,متوسط,68,4,1
2734,علاج,6,القاهرة,منخفض,29,3,1
2735,علاج,5,المنصورة,متوسط,35,3,1
2736,علاج,8,الإسكندرية,متوسط,31,4,1
2737,علاج,4,الإسكندرية,عاجل,35,2,1
2738,علاج,5,الجيزة,متوسط,67,3,1
2739,علاج,1,الجيزة,منخفض,14,1,0
2740,لبس,4,الإسكندرية,متوسط,64,2,1
2741,علاج,1,أسوان,متوسط,71,1,0
2742,لبس,1,المنصورة,عاجل,24,1,0
2743,لبس,7,الأقصر,منخفض,35,4,1
2744,علاج,7,أسوان,عاجل,49,4,1
2745,علاج,4,أسوان,عاجل,44,2,1
2746,علاج,9,المنصورة,متوسط,30,5,1
2747,أكل,2,الجيزة,منخفض,18,1,0
2748,أكل,4,المنصورة,متوسط,69,2,1
2749,أكل,9,المنصورة,منخفض,18,5,1
2750,علاج,4,أسوان,عاجل,5,2,1
2751,علاج,7,الجيزة,متوسط,76,4,1
2752,أكل,6,بورسعيد,منخفض,16,3,1
2753,علاج,9,الجيزة,عاجل,61,5,1
2754,علاج,3,القاهرة,متوسط,28,1,0
2755,أكل,2,بورسعيد,متوسط,36,1,0
2756,علاج,6,أسوان,منخفض,72,3,1
2757,أكل,2,القاهرة,متوسط,36,1,0
2758,علاج,4,القاهرة,منخفض,23,2,1
2759,علاج,3,الأقصر,متوسط,8,1,0
2760,علاج,10,الإسكندرية,عاجل,16,5,1
2761,علاج,6,الأقصر,منخفض,56,3,1
2762,أكل,3,المنصورة,متوسط,1,1,0
2763,أكل,9,الإسكندرية,متوسط,54,5,1
2764,علاج,4,الجيزة,عاجل,54,2,1
2765,علاج,3,الأقصر,متوسط,67,1,0
2766,علاج,9,أسوان,متوسط,21,5,1
2767,علاج,10,بورسعيد,متوسط,55,5,1
2768,علاج,5,أسوان,متوسط,78,3,1
2769,أكل,4,طنطا,متوسط,49,2,1
2770,أكل,10,الجيزة,منخفض,17,5,1
2771,علاج,9,الجيزة,منخفض,62,5,1
2772,علاج,3,القاهرة,منخفض,24,1,0
2773,علاج,4,القاهرة,منخفض,78,2,1
2774,علاج,9,الجيزة,متوسط,68,5,1
2775,لبس,5,بورسعيد,منخفض,18,3,1
2776,علاج,8,بورسعيد,متوسط,29,4,1
2777,أكل,9,الإسكندرية,منخفض,57,5,1
2778,علاج,9,الجيزة,منخفض,42,5,1
2779,علاج,5,أسوان,عاجل,5,3,1
2780,علاج,1,القاهرة,عاجل,42,1,0
2781,علاج,10,القاهرة,عاجل,25,5,1
2782,علاج,9,طنطا,عاجل,78,5,1
2783,علاج,6,المنصورة,متوسط,15,3,1
2784,لبس,5,الأقصر,عاجل,11,3,1
2785,علاج,10,المنصورة,منخفض,63,5,1
2786,علاج,3,الأقصر,منخفض,80,1,0
2787,علاج,8,القاهرة,منخفض,56,4,1
2788,أكل,10,القاهرة,عاجل,34,5,1
2789,لبس,6,الجيزة,متوسط,67,3,1
2790,علاج,7,طنطا,منخفض,16,4,1
2791,علاج,5,بورسعيد,متوسط,48,3,1
2792,لبس,5,الإسكندرية,منخفض,49,3,1
2793,علاج,1,المنصورة,عاجل,53,1,0
2794,علاج,10,المنصورة,منخفض,46,5,1
2795,علاج,9,الإسكندرية,متوسط,9,5,1
2796,أكل,2,الأقصر,متوسط,68,1,0
2797,علاج,1,الأقصر,منخفض,34,1,0
2798,علاج,8,المنصورة,عاجل,67,4,1
2799,علاج,4,الجيزة,متوسط,35,2,1
2800,علاج,2,الإسكندرية,منخفض,52,1,0
2801,لبس,3,الأقصر,منخفض,39,1,0
2802,علاج,7,الإسكندرية,متوسط,68,4,1
2803,أكل,5,الأقصر,عاجل,60,3,1
2804,لبس,7,الإسكندرية,متوسط,48,4,1
2805,علاج,7,بورسعيد,منخفض,48,4,1
2806,علاج,3,الأقصر,متوسط,3,1,0
2807,علاج,7,الأقصر,متوسط,36,4,1
2808,علاج,9,القاهرة,عاجل,14,5,1
2809,علاج,9,الإسكندرية,متوسط,43,5,1
2810,علاج,10,القاهرة,متوسط,44,5,1
2811,علاج,1,القاهرة,عاجل,27,1,0
2812,لبس,4,الأقصر,منخفض,41,2,1
2813,علاج,4,الإسكندرية,عاجل,12,2,1
2814,علاج,8,المنصورة,منخفض,16,4,1
2815,علاج,4,بورسعيد,منخفض,12,2,1
2816,علاج,8,بورسعيد,عاجل,52,4,1
2817,علاج,1,طنطا,عاجل,10,1,0
2818,علاج,8,أسوان,متوسط,13,4,1
2819,علاج,9,القاهرة,عاجل,24,5,1
2820,أكل,10,الجيزة,منخفض,54,5,1
2821,علاج,10,القاهرة,متوسط,49,5,1
2822,علاج,8,الأقصر,منخفض,37,4,1
2823,علاج,7,القاهرة,منخفض,28,4,1
2824,علاج,6,الإسكندرية,عاجل,10,3,1
2825,أكل,2,الأقصر,عاجل,70,1,0
2826,علاج,7,المنصورة,متوسط,4,4,1
2827,علاج,4,الإسكندرية,منخفض,21,2,1
2828,علاج,9,الإسكندرية,عاجل,31,5,1
2829,لبس,6,طنطا,عاجل,12,3,1
2830,علاج,5,الإسكندرية,منخفض,69,3,1
2831,أكل,6,القاهرة,متوسط,31,3,1
2832,علاج,7,القاهرة,منخفض,13,4,1
2833,علاج,7,القاهرة,عاجل,25,4,1
2834,علاج,6,طنطا,متوسط,78,3,1
2835,علاج,3,الجيزة,عاجل,42,1,0
2836,أكل,3,بورسعيد,متوسط,44,1,0
2837,علاج,9,الإسكندرية,منخفض,74,5,1
2838,علاج,8,طنطا,منخفض,19,4,1
2839,علاج,5,الأقصر,منخفض,6,3,1
2840,لبس,9,القاهرة,منخفض,58,5,1
2841,لبس,4,المنصورة,منخفض,71,2,1
2842,علاج,7,طنطا,عاجل,30,4,1
2843,علاج,2,القاهرة,عاجل,48,1,0
2844,علاج,1,القاهرة,منخفض,48,1,0
2845,علاج,2,الأقصر,متوسط,74,1,0
2846,علاج,8,الأقصر,منخفض,22,4,1
2847,علاج,10,طنطا,منخفض,74,5,1
2848,لبس,9,المنصورة,عاجل,67,5,1
2849,علاج,6,طنطا,منخفض,73,3,1
2850,لبس,10,الجيزة,متوسط,3,5,1
2851,علاج,10,بورسعيد,عاجل,25,5,1
2852,علاج,5,الإسكندرية,متوسط,52,3,1
2853,أكل,7,القاهرة,متوسط,61,4,1
2854,علاج,2,المنصورة,متوسط,4,1,0
2855,علاج,4,الأقصر,منخفض,30,2,1
2856,علاج,6,أسوان,منخفض,32,3,1
2857,علاج,9,القاهرة,متوسط,1,5,1
2858,علاج,2,الإسكندرية,منخفض,73,1,0
2859,لبس,1,أسوان,متوسط,76,1,0
2860,علاج,3,طنطا,منخفض,35,1,0
2861,علاج,10,طنطا,متوسط,53,5,1
2862,علاج,1,المنصورة,متوسط,13,1,0
2863,علاج,4,أسوان,منخفض,44,2,1
2864,علاج,5,طنطا,متوسط,20,3,1
2865,لبس,9,الأقصر,متوسط,6,5,1
2866,علاج,4,القاهرة,عاجل,66,2,1
2867,علاج,7,الجيزة,عاجل,15,4,1
2868,علاج,2,الجيزة,منخفض,25,1,0
2869,أكل,1,الجيزة,متوسط,68,1,0
2870,علاج,5,الجيزة,متوسط,78,3,1
2871,لبس,1,المنصورة,متوسط,23,1,0
2872,علاج,10,المنصورة,منخفض,53,5,1
2873,أكل,6,بورسعيد,منخفض,36,3,1
2874,علاج,8,المنصورة,منخفض,37,4,1
2875,أكل,8,الإسكندرية,منخفض,52,4,1
2876,علاج,10,طنطا,متوسط,3,5,1
2877,علاج,8,المنصورة,متوسط,7,4,1
2878,علاج,10,الجيزة,متوسط,3,5,1
2879,علاج,9,الأقصر,عاجل,25,5,1
2880,علاج,4,الجيزة,عاجل,41,2,1
2881,علاج,4,الأقصر,متوسط,14,2,1
2882,أكل,8,القاهرة,عاجل,22,4,1
2883,أكل,10,الإسكندرية,عاجل,49,5,1
2884,علاج,4,أسوان,عاجل,60,2,1
2885,علاج,6,طنطا,عاجل,25,3,1
2886,أكل,9,الأقصر,متوسط,34,5,1
2887,علاج,3,أسوان,عاجل,19,1,0
2888,علاج,1,الجيزة,متوسط,36,1,0
2889,علاج,8,بورسعيد,منخفض,33,4,1
2890,علاج,9,الجيزة,عاجل,60,5,1
2891,علاج,9,الإسكندرية,عاجل,10,5,1
2892,علاج,2,المنصورة,منخفض,69,1,0
2893,علاج,4,الأقصر,منخفض,54,2,1
2894,علاج,6,المنصورة,منخفض,78,3,1
2895,علاج,4,بورسعيد,عاجل,66,2,1
2896,علاج,6,طنطا,عاجل,44,3,1
2897,علاج,1,المنصورة,متوسط,76,1,0
2898,علاج,7,طنطا,منخفض,16,4,1
2899,علاج,1,طنطا,متوسط,31,1,0
2900,علاج,1,أسوان,عاجل,49,1,0
2901,أكل,3,الإسكندرية,عاجل,45,1,0
2902,علاج,2,طنطا,منخفض,47,1,0
2903,علاج,8,الجيزة,منخفض,34,4,1
2904,علاج,2,الإسكندرية,عاجل,74,1,0
2905,علاج,7,المنصورة,منخفض,6,4,1
2906,علاج,5,الإسكندرية,متوسط,80,3,1
2907,لبس,9,القاهرة,عاجل,17,5,1
2908,أكل,10,بورسعيد,منخفض,70,5,1
2909,علاج,5,الأقصر,منخفض,17,3,1
2910,لبس,10,الجيزة,منخفض,11,5,1
2911,علاج,9,المنصورة,عاجل,57,5,1
2912,علاج,4,طنطا,منخفض,50,2,1
2913,علاج,3,القاهرة,منخفض,58,1,0
2914,أكل,10,الجيزة,منخفض,60,5,1
2915,علاج,8,طنطا,منخفض,20,4,1
2916,علاج,9,المنصورة,منخفض,20,5,1
2917,علاج,10,بورسعيد,منخفض,5,5,1
2918,لبس,9,القاهرة,متوسط,24,5,1
2919,علاج,6,القاهرة,منخفض,35,3,1
2920,لبس,7,طنطا,منخفض,80,4,1
2921,علاج,10,القاهرة,عاجل,16,5,1
2922,علاج,3,أسوان,متوسط,35,1,0
2923,علاج,7,المنصورة,منخفض,51,4,1
2924,لبس,10,الأقصر,عاجل,32,5,1
2925,علاج,9,الأقصر,متوسط,29,5,1
2926,علاج,2,أسوان,متوسط,22,1,0
2927,علاج,6,الإسكندرية,منخفض,44,3,1
2928,علاج,6,طنطا,عاجل,74,3,1
2929,علاج,4,بورسعيد,متوسط,68,2,1
2930,لبس,2,بورسعيد,منخفض,14,1,0
2931,علاج,6,أسوان,عاجل,63,3,1
2932,علاج,9,أسوان,عاجل,79,5,1
2933,علاج,5,الأقصر,متوسط,1,3,1
2934,علاج,10,الجيزة,منخفض,66,5,1
2935,أكل,8,المنصورة,عاجل,7,4,1
2936,علاج,6,بورسعيد,متوسط,5,3,1
2937,علاج,7,الأقصر,عاجل,42,4,1
2938,أكل,6,أسوان,متوسط,14,3,1
2939,علاج,6,بورسعيد,منخفض,61,3,1
2940,أكل,4,طنطا,متوسط,41,2,1
2941,علاج,5,الإسكندرية,متوسط,14,3,1
2942,أكل,6,الإسكندرية,متوسط,50,3,1
2943,أكل,10,المنصورة,منخفض,8,5,1
2944,علاج,8,القاهرة,منخفض,47,4,1
2945,علاج,9,أسوان,متوسط,21,5,1
2946,علاج,7,طنطا,عاجل,42,4,1
2947,علاج,8,المنصورة,متوسط,39,4,1
2948,علاج,6,أسوان,منخفض,36,3,1
2949,لبس,10,طنطا,متوسط,41,5,1
2950,لبس,3,الإسكندرية,متوسط,79,1,0
2951,علاج,7,أسوان,عاجل,18,4,1
2952,أكل,3,الأقصر,متوسط,30,1,0
2953,علاج,2,بورسعيد,عاجل,15,1,0
2954,أكل,4,القاهرة,متوسط,44,2,1
2955,علاج,4,طنطا,منخفض,24,2,1
2956,لبس,5,الأقصر,منخفض,68,3,1
2957,علاج,10,المنصورة,عاجل,64,5,1
2958,علاج,8,المنصورة,منخفض,38,4,1
2959,علاج,1,الإسكندرية,متوسط,66,1,0
2960,علاج,6,الأقصر,عاجل,9,3,1
2961,علاج,9,الجيزة,منخفض,18,5,1
2962,علاج,4,الإسكندرية,منخفض,1,2,1
2963,علاج,2,القاهرة,متوسط,2,1,0
2964,علاج,7,الأقصر,متوسط,21,4,1
2965,علاج,8,أسوان,متوسط,69,4,1
2966,علاج,9,الجيزة,منخفض,59,5,1
2967,لبس,8,المنصورة,متوسط,34,4,1
2968,علاج,5,المنصورة,عاجل,49,3,1
2969,أكل,6,الإسكندرية,متوسط,12,3,1
2970,علاج,8,طنطا,منخفض,71,4,1
2971,أكل,7,القاهرة,منخفض,24,4,1
2972,أكل,8,الإسكندرية,متوسط,59,4,1
2973,علاج,8,بورسعيد,منخفض,75,4,1
2974,لبس,3,الإسكندرية,عاجل,74,1,0
2975,علاج,7,الإسكندرية,عاجل,55,4,1
2976,علاج,2,الأقصر,عاجل,71,1,0
2977,علاج,3,الجيزة,منخفض,47,1,0
2978,علاج,9,بورسعيد,متوسط,72,5,1
2979,علاج,2,المنصورة,منخفض,60,1,0
2980,علاج,4,الإسكندرية,متوسط,38,2,1
2981,علاج,6,الأقصر,متوسط,74,3,1
2982,علاج,2,الإسكندرية,متوسط,78,1,0
2983,أكل,3,الإسكندرية,منخفض,9,1,0
2984,لبس,4,المنصورة,منخفض,64,2,1
2985,علاج,8,أسوان,عاجل,75,4,1
2986,علاج,3,الإسكندرية,عاجل,13,1,0
2987,علاج,1,القاهرة,عاجل,5,1,0
2988,علاج,8,المنصورة,منخفض,65,4,1
2989,علاج,6,بورسعيد,منخفض,48,3,1
2990,لبس,3,بورسعيد,منخفض,69,1,0
2991,أكل,4,القاهرة,متوسط,39,2,1
2992,علاج,2,أسوان,عاجل,59,1,0
2993,علاج,4,الجيزة,عاجل,20,2,1
2994,علاج,10,أسوان,منخفض,4,5,1
2995,علاج,8,الأقصر,منخفض,66,4,1
2996,علاج,4,القاهرة,منخفض,54,2,1
2997,علاج,10,المنصورة,عاجل,78,5,1
2998,علاج,1,الإسكندرية,منخفض,20,1,0
2999,علاج,2,المنصورة,منخفض,60,1,0
3000,أكل,2,الجيزة,عاجل,15,1,0
3001,أكل,3,الإسكندرية,عاجل,16,1,0
3002,أكل,8,بورسعيد,منخفض,44,4,1
3003,علاج,8,بورسعيد,عاجل,80,4,1
3004,علاج,1,الأقصر,منخفض,25,1,0
3005,لبس,4,القاهرة,منخفض,23,2,1
3006,علاج,5,الجيزة,عاجل,37,3,1
3007,أكل,5,القاهرة,منخفض,51,3,1
3008,علاج,6,القاهرة,منخفض,42,3,1
3009,علاج,5,بورسعيد,عاجل,3,3,1
3010,علاج,6,أسوان,منخفض,49,3,1
3011,علاج,1,بورسعيد,منخفض,73,1,0
3012,علاج,10,المنصورة,عاجل,13,5,1
3013,أكل,3,الأقصر,عاجل,55,1,0
3014,لبس,9,أسوان,متوسط,40,5,1
3015,أكل,5,الجيزة,منخفض,20,3,1
3016,علاج,1,طنطا,عاجل,47,1,0
3017,علاج,4,المنصورة,متوسط,8,2,1
3018,علاج,1,المنصورة,منخفض,11,1,0
3019,علاج,1,طنطا,عاجل,17,1,0
3020,علاج,2,أسوان,منخفض,34,1,0
3021,علاج,1,بورسعيد,منخفض,37,1,0
3022,أكل,2,القاهرة,منخفض,47,1,0
3023,علاج,8,أسوان,متوسط,40,4,1
3024,لبس,8,أسوان,متوسط,37,4,1
3025,علاج,5,المنصورة,عاجل,18,3,1
3026,علاج,1,الجيزة,عاجل,72,1,0
3027,علاج,2,القاهرة,عاجل,4,1,0
3028,علاج,4,الجيزة,منخفض,52,2,1
3029,علاج,3,طنطا,منخفض,6,1,0
3030,علاج,2,أسوان,متوسط,14,1,0
3031,أكل,2,أسوان,منخفض,8,1,0
3032,علاج,9,القاهرة,متوسط,58,5,1
3033,أكل,8,المنصورة,منخفض,11,4,1
3034,لبس,9,الأقصر,متوسط,39,5,1
3035,علاج,2,بورسعيد,عاجل,3,1,0
3036,علاج,6,أسوان,متوسط,55,3,1
3037,علاج,5,المنصورة,عاجل,27,3,1
3038,أكل,6,بورسعيد,منخفض,26,3,1
3039,علاج,8,بورسعيد,متوسط,51,4,1
3040,أكل,6,الجيزة,منخفض,31,3,1
3041,علاج,1,القاهرة,عاجل,35,1,0
3042,علاج,2,الأقصر,منخفض,76,1,0
3043,أكل,1,المنصورة,منخفض,63,1,0
3044,أكل,5,القاهرة,عاجل,34,3,1
3045,علاج,9,الجيزة,منخفض,73,5,1
3046,علاج,5,القاهرة,متوسط,32,3,1
3047,أكل,6,الإسكندرية,عاجل,33,3,1
3048,علاج,1,الأقصر,منخفض,77,1,0
3049,علاج,9,المنصورة,منخفض,29,5,1
3050,علاج,8,المنصورة,منخفض,16,4,1
3051,علاج,9,الأقصر,عاجل,53,5,1
3052,علاج,4,المنصورة,متوسط,7,2,1
3053,علاج,5,بورسعيد,عاجل,23,3,1
3054,علاج,4,الأقصر,منخفض,73,2,1
3055,علاج,1,الجيزة,منخفض,34,1,0
3056,علاج,3,الأقصر,عاجل,60,1,0
3057,علاج,9,الإسكندرية,عاجل,12,5,1
3058,علاج,1,الأقصر,عاجل,70,1,0
3059,لبس,10,المنصورة,عاجل,15,5,1
3060,أكل,9,الأقصر,منخفض,66,5,1
3061,علاج,7,الأقصر,متوسط,69,4,1
3062,أكل,8,أسوان,منخفض,66,4,1
3063,علاج,8,أسوان,متوسط,2,4,1
3064,أكل,1,الأقصر,منخفض,6,1,0
3065,لبس,8,الجيزة,عاجل,25,4,1
3066,أكل,5,طنطا,عاجل,11,3,1
3067,علاج,10,الأقصر,عاجل,77,5,1
3068,علاج,9,الإسكندرية,منخفض,51,5,1
3069,علاج,1,الأقصر,عاجل,76,1,0
3070,علاج,2,الأقصر,عاجل,75,1,0
3071,لبس,7,القاهرة,متوسط,71,4,1
3072,علاج,8,الأقصر,متوسط,71,4,1
3073,لبس,7,أسوان,عاجل,59,4,1
3074,علاج,7,الإسكندرية,متوسط,6,4,1
3075,علاج,5,طنطا,متوسط,70,3,1
3076,لبس,10,طنطا,عاجل,35,5,1
3077,لبس,3,الجيزة,متوسط,2,1,0
3078,لبس,2,طنطا,عاجل,21,1,0
3079,علاج,7,الأقصر,منخفض,70,4,1
3080,علاج,10,بورسعيد,متوسط,69,5,1
3081,علاج,9,بورسعيد,منخفض,6,5,1
3082,لبس,7,القاهرة,عاجل,68,4,1
3083,علاج,2,طنطا,عاجل,80,1,0
3084,لبس,2,بورسعيد,عاجل,76,1,0
3085,لبس,10,الإسكندرية,عاجل,53,5,1
